iter	Logloss
212	0.5481910119
213	0.5480921349
214	0.5479033485
215	0.5477194449
216	0.5472078764
217	0.5470336914
218	0.5467043833
219	0.5462897198
220	0.5461555364
221	0.545721905
222	0.5455800218
223	0.5451331505
224	0.5449121094
225	0.5447112568
226	0.5446062763
227	0.5442191256
228	0.5440592135
229	0.5435755334
230	0.5434338848
231	0.5432043927
232	0.5430663123
233	0.5427629676
234	0.5425530536
235	0.5423410269
236	0.5422093788
237	0.5416295917
238	0.5414605243
239	0.5411672269
240	0.5411148306
241	0.5404900184
242	0.5403783241
243	0.5401851713
244	0.5399700458
245	0.5395427997
246	0.539290302
247	0.5387945087
248	0.538670936
249	0.5382978703
250	0.5380207707
251	0.5377375676
252	0.5371359488
253	0.5367603948
254	0.536182204
255	0.5359738394
256	0.5357716722
257	0.5353884183
258	0.534883282
259	0.5347226187
260	0.5344688063
261	0.5340260198
262	0.5338399564
263	0.5336226713
264	0.5333988131
265	0.5329820838
266	0.5327431077
267	0.5324291992
268	0.5319872577
269	0.5318432617
270	0.5316285588
271	0.531019381
272	0.5307683857
273	0.5305227896
274	0.5299807974
275	0.5298113544
276	0.5294949106
277	0.5293038706
278	0.528840379
279	0.5287197641
280	0.5286948336
281	0.5284020057
282	0.5280488469
283	0.5277294922
284	0.5275507061
285	0.5272996169
286	0.5271812556
287	0.5270092304
288	0.5263462477
289	0.525911161
290	0.5257830811
291	0.5254649001
292	0.5253300593
293	0.5251417894
294	0.5244715764
295	0.5241549917
296	0.5240394944
297	0.523598492
298	0.5233910194
299	0.5230885667
300	0.5229467304
301	0.5226937162
302	0.5225167612
303	0.5221845891
304	0.5218894606
305	0.521717764
306	0.5212877479
307	0.5209416786
308	0.5206261738
309	0.5200191087
310	0.5197845459
311	0.519455942
312	0.5193518066
313	0.5190800593
314	0.5188745117
315	0.5187153978
316	0.5186239859
317	0.5180486591
318	0.5176902419
319	0.5173690092
320	0.5171004545
321	0.5170026104
322	0.516798753
323	0.5166990309
324	0.5161647386
325	0.5158515343
326	0.5155722281
327	0.5153436749
328	0.5150351187
329	0.5149051608
330	0.5146538837
331	0.5143692721
332	0.5141938664
333	0.5140132963
334	0.5137668081
335	0.5134454815
336	0.5132047683
337	0.5131061261
338	0.5129250394
339	0.5127505258
340	0.5125477013
341	0.5123180213
342	0.5120689509
343	0.5114766752
344	0.5113716947
345	0.5112060547
346	0.5110783504
347	0.5108622859
348	0.5108040678
349	0.5106169246
350	0.5104501108
351	0.5101677058
352	0.5099720647
353	0.5097691932
354	0.5093836388
355	0.5092418495
356	0.5089912297
357	0.5088387357
358	0.5087463848
359	0.5085972243
360	0.5081270658
361	0.5077832501
362	0.5075345553
363	0.507312716
364	0.5070005446
365	0.5068942965
366	0.5068234488
367	0.5066109525
368	0.5065412785
369	0.5064500545
370	0.5061575083
371	0.5059604586
372	0.5058717698
373	0.5055333064
374	0.5054048039
375	0.5053369141
376	0.505192965
377	0.5048944561
378	0.5047037447
379	0.5045000751
380	0.5044091797
381	0.5042654184
382	0.5038454965
383	0.5037143179
384	0.5036290095
385	0.5033571683
386	0.5028192608
387	0.5023808875
388	0.5022344501
389	0.5020027043
390	0.5018078613
391	0.5010406494
392	0.5007693716
393	0.5004682335
394	0.5004374812
395	0.5003213266
396	0.5000862943
397	0.4999258188
398	0.4997736065
399	0.4996762789
400	0.4993076735
401	0.499106774
402	0.4990068172
403	0.4988026311
404	0.498642719
405	0.4985089111
406	0.4983390925
407	0.4980481896
408	0.4978897329
409	0.4976557805
410	0.4972949219
411	0.4969266921
412	0.4967179518
413	0.4965542368
414	0.4963867188
415	0.4962108436
416	0.496099384
417	0.4955265925
418	0.4952472863
419	0.4950209867
420	0.4949161471
421	0.4947698505
422	0.4945825195
423	0.4945234563
424	0.4941027832
425	0.4939131986
426	0.4937873723
427	0.4935779278
428	0.4933634127
429	0.4929775766
430	0.4929213304
431	0.4924213116
432	0.4921049147
433	0.4919511531
434	0.4916203425
435	0.4912030499
436	0.4907263653
437	0.4905844351
438	0.4902248911
439	0.4898943622
440	0.4898601356
441	0.4894488056
442	0.489090717
443	0.4889969576
444	0.4888159649
445	0.4885996657
446	0.4883642578
447	0.4881265024
448	0.4878940054
449	0.4877350793
450	0.4875986892
451	0.4873024808
452	0.4869908259
453	0.4868020865
454	0.4866817064
455	0.4866112342
456	0.4862438026
457	0.4859298941
458	0.4857108718
459	0.4855317571
460	0.4854303448
461	0.4853640043
462	0.4853005277
463	0.4847612117
464	0.4845045354
465	0.4843423227
466	0.4843056077
467	0.4839946101
468	0.4839332933
469	0.4838991136
470	0.4836628606
471	0.4836017315
472	0.4833888597
473	0.4832658504
474	0.482955604
475	0.4828147536
476	0.4825076059
477	0.4822937951
478	0.4820389968
479	0.4819224196
480	0.4816565411
481	0.4812278395
482	0.4809105037
483	0.4805118502
484	0.4802702449
485	0.480216534
486	0.479817364
487	0.4793744835
488	0.4792333515
489	0.4790186486
490	0.4789728253
491	0.4787412673
492	0.4782982929
493	0.478171105
494	0.4780107234
495	0.4777496338
496	0.4776739032
497	0.4776144644
498	0.4775130521
499	0.4774227201
500	0.477131958
501	0.4770245831
502	0.4769199313
503	0.4767202524
504	0.4765908109
505	0.4764947979
506	0.4760252028
507	0.4757901705
508	0.4757544884
509	0.4754843844
510	0.4752152194
511	0.4748814979
512	0.4746721004
513	0.4746370756
514	0.4742182805
515	0.4741551795
516	0.4737239427
517	0.4735467529
518	0.4733767465
519	0.4732742075
520	0.4729920373
521	0.4729446176
522	0.4726474703
523	0.4723878362
524	0.4721490479
525	0.4719370211
526	0.4716778564
527	0.4713221154
528	0.4710899001
529	0.4707989032
530	0.4707594182
531	0.470457435
532	0.4701998197
533	0.4696751052
534	0.4694834078
535	0.4692760291
536	0.469100154
537	0.4687732873
538	0.4686538462
539	0.4684888634
540	0.4681104455
541	0.4678179462
542	0.4674366173
543	0.4671999418
544	0.4670583872
545	0.4668037297
546	0.4663719764
547	0.4661851149
548	0.4658170729
549	0.4656022761
550	0.4653487455
551	0.4650007043
552	0.4647902738
553	0.4646142578
554	0.4644958027
555	0.4641756498
556	0.4639419321
557	0.4635545466
558	0.4633957144
559	0.463044011
560	0.4628853196
561	0.4626975192
562	0.4624960562
563	0.462370136
564	0.4620512508
565	0.461764855
566	0.4615999662
567	0.4611825327
568	0.4608240685
569	0.4607253794
570	0.460554387
571	0.4604968731
572	0.4603667743
573	0.4601362962
574	0.4598999493
575	0.4598165189
576	0.4597816819
577	0.4596334604
578	0.4593632155
579	0.4593110539
580	0.4589888822
581	0.4587991098
582	0.4586160044
583	0.4583181528
584	0.4580279072
585	0.4578851318
586	0.4576111309
587	0.4574211238
588	0.4571811617
589	0.4570427997
590	0.4566773869
591	0.4565184138
592	0.4563216459
593	0.4561992939
594	0.4560727163
595	0.4559390963
596	0.4558105938
597	0.4552473802
598	0.4550738995
599	0.4549317345
600	0.4545623779
601	0.4544165039
602	0.4543167349
603	0.45405588
604	0.4539249831
605	0.4537786865
606	0.453718966
607	0.4536446439
608	0.4534624305
609	0.4531196007
610	0.4529243352
611	0.4526346529
612	0.4524598107
613	0.4521795654
614	0.4517441031
615	0.4515845666
616	0.4513576097
617	0.4511941294
618	0.4507507794
619	0.4506209153
620	0.4505688007
621	0.4504596417
622	0.4501150747
623	0.4499433782
624	0.44967811
625	0.4495096999
626	0.4494536415
627	0.4492890813
628	0.4491037222
629	0.4490069111
630	0.4487125808
631	0.4484339318
632	0.4480070143
633	0.4476901949
634	0.4475838529
635	0.4472150128
636	0.4469104943
637	0.4468209135
638	0.4465976187
639	0.4464219313
640	0.4461352539
641	0.4456612455
642	0.4455222731
643	0.4452671931
644	0.445193857
645	0.4451554988
646	0.4449176964
647	0.4448583045
648	0.4445803598
649	0.4443160776
650	0.4441812369
651	0.4440390249
652	0.4439208984
653	0.4438639479
654	0.4436816876
655	0.4435712139
656	0.4431562688
657	0.4430784255
658	0.442818134
659	0.4426913217
660	0.4425350248
661	0.4420854774
662	0.4418123216
663	0.441440148
664	0.4413374211
665	0.4409150578
666	0.4407223276
667	0.4405145264
668	0.4402200083
669	0.4399547401
670	0.4397670335
671	0.4392687988
672	0.4388551213
673	0.4386884014
674	0.4386053936
675	0.4383571214
676	0.4379733981
677	0.4376642785
678	0.4375215971
679	0.4373745023
680	0.4370771203
681	0.4368294584
682	0.4367114258
683	0.4363810378
684	0.4360675518
685	0.4359993803
686	0.4356916222
687	0.4355321327
688	0.4353041429
689	0.4349777456
690	0.4348561448
691	0.4346899884
692	0.4343950008
693	0.434204665
694	0.4341334886
695	0.4340691669
696	0.4337931472
697	0.4336070838
698	0.4333564641
699	0.4331691331
700	0.4328754132
701	0.4325815054
702	0.4321388597
703	0.4318347168
704	0.4316522686
705	0.4315224985
706	0.4313347919
707	0.4310880221
708	0.4309003625
709	0.4306154222
710	0.4302951754
711	0.4301548884
712	0.4300838529
713	0.4297864709
714	0.4294636418
715	0.4293105844
716	0.4291584191
717	0.4290186016
718	0.4288252141
719	0.4284267015
720	0.4283392803
721	0.4281422776
722	0.4279281851
723	0.4275730544
724	0.4273519193
725	0.4270597018
726	0.4267529297
727	0.4266835374
728	0.4265948956
729	0.4262988281
730	0.4260338886
731	0.4255597863
732	0.4253097769
733	0.4251090182
734	0.4246869366
735	0.4244623272
736	0.4242116136
737	0.4239387395
738	0.423758498
739	0.4234806472
740	0.4233618164
741	0.4231034029
742	0.422770104
743	0.4225527719
744	0.4223434683
745	0.4219522799
746	0.4216320801
747	0.4213364821
748	0.4211325777
749	0.4209411621
750	0.4208576848
751	0.4206054687
752	0.4203173359
753	0.4202134352
754	0.4198681641
755	0.4195884352
756	0.4193055138
757	0.4190078501
758	0.4188041804
759	0.4185152963
760	0.4183532715
761	0.4181698843
762	0.4178704364
763	0.4175881254
764	0.4172732309
765	0.4171768893
766	0.4169734075
767	0.4166654147
768	0.4163892541
769	0.4161707951
770	0.415976093
771	0.4156707764
772	0.4152923584
773	0.4151727764
774	0.4148264254
775	0.4143250451
776	0.4141115159
777	0.4138087816
778	0.4135850173
779	0.4135041692
780	0.4132344877
781	0.4129429274
782	0.4128390738
783	0.4126182204
784	0.4123883996
785	0.4120362737
786	0.4117867338
787	0.4116313758
788	0.4113985502
789	0.411287607
790	0.4109722431
791	0.4107656156
792	0.4105932617
793	0.4104477163
794	0.4102054537
795	0.4100661997
796	0.4098903715
797	0.4096939791
798	0.4094995117
799	0.4094175368
800	0.4090027794
801	0.4088368108
802	0.4087157264
803	0.4085863788
804	0.4083239746
805	0.4081028395
806	0.4079626465
807	0.4077781795
808	0.4075052584
809	0.4072201773
810	0.4071718187
811	0.4071055251
812	0.406972938
813	0.4068339186
814	0.4066443341
815	0.4064386456
816	0.406008113
817	0.4056411039
818	0.405508282
819	0.4052624042
820	0.4050240385
821	0.4048557223
822	0.404631019
823	0.4044282414
824	0.4042765925
825	0.4041387939
826	0.4039456881
827	0.4038302847
828	0.4035481145
829	0.4032678692
830	0.4030816181
831	0.4028525015
832	0.402708975
833	0.4024649752
834	0.4024111704
835	0.4021908804
836	0.4020775428
837	0.4018389893
838	0.4016775747
839	0.4015631573
840	0.4014957369
841	0.4010578801
842	0.4008182467
843	0.4003902494
844	0.4001444655
845	0.3999636137
846	0.3998883057
847	0.3997423847
848	0.3995128925
849	0.3993324632
850	0.3991235821
851	0.3988642296
852	0.3987557279
853	0.3986004169
854	0.3984876427
855	0.3984097994
856	0.3980212872
857	0.3978505296
858	0.3974960562
859	0.3972978797
860	0.3970601243
861	0.3970274001
862	0.3968518536
863	0.3965828764
864	0.3964568622
865	0.3959825721
866	0.3957451923
867	0.3954325045
868	0.3952922175
869	0.3951461088
870	0.3950718806
871	0.3947550612
872	0.39461407
873	0.3944259878
874	0.3941924579
875	0.3938725398
876	0.3936423199
877	0.3933592341
878	0.3932668363
879	0.3930518282
880	0.3926140418
881	0.392455327
882	0.3922050593
883	0.3918996488
884	0.3916731614
885	0.3913499568
886	0.3912553758
887	0.3912319946
888	0.3909767034
889	0.3907196045
890	0.3906284039
891	0.3902940956
892	0.3900266677
893	0.389980187
894	0.3897113272
895	0.389516179
896	0.3893724647
897	0.3893144343
898	0.3891113751
899	0.3889648907
900	0.3886555364
901	0.3882693951
902	0.3880381658
903	0.3879325045
904	0.3878745211
905	0.3875643686
906	0.3874283776
907	0.387338562
908	0.3870683875
909	0.3869227952
910	0.3868396466
911	0.3865957876
912	0.3863575158
913	0.3863265756
914	0.3860718712
915	0.3857898888
916	0.3856309157
917	0.3855017794
918	0.3851396766
919	0.384939716
920	0.3847590755
921	0.3846376859
922	0.3845484807
923	0.3842677659
924	0.3840745427
925	0.3838025372
926	0.38358436
927	0.3834382982
928	0.3828912823
929	0.3825860361
930	0.3823729999
931	0.3822400841
932	0.3821028255
933	0.3818780518
934	0.3817110502
935	0.3816502967
936	0.3814215792
937	0.3812546481
938	0.3811276949
939	0.3808092088
940	0.380575092
941	0.3802101018
942	0.3800151179
943	0.3798513559
944	0.3795728009
945	0.3794265512
946	0.3792455585
947	0.3788591825
948	0.3785423866
949	0.3783153593
950	0.378145752
951	0.377909452
952	0.3776966741
953	0.3775137799
954	0.3773049692
955	0.3772039325
956	0.3769044612
957	0.3767499953
958	0.3766640531
959	0.3764354764
960	0.3762698834
961	0.376148799
962	0.3760072679
963	0.3756657997
964	0.3754793607
965	0.37529372
966	0.3751376108
967	0.3750324895
968	0.3748083027
969	0.3745417903
970	0.3744092736
971	0.3742031156
972	0.3738531494
973	0.3735856276
974	0.3732531738
975	0.3729064002
976	0.3726951012
977	0.3723671546
978	0.3722502488
979	0.3720732234
980	0.3718995549
981	0.3717343844
982	0.3715473116
983	0.3713747934
984	0.3711691754
985	0.3709597309
986	0.3706661753
987	0.370527555
988	0.3702943303
989	0.3702185059
990	0.3699962205
991	0.369831496
992	0.3696339299
993	0.3694147668
994	0.3691983971
995	0.3690309965
996	0.3687936636
997	0.3686439397
998	0.3682688082
999	0.3679825064
